student_index,risk_score,risk_level,rec_rank,rule_id,risk_category,intervention_title,intervention_detail,responsible_party,urgency,trigger_feature,feature_value,shap_value,priority_score
1761,0.7383,High,2,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.36999288,1.11
1765,0.9886,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.4710417,4.4131
1765,0.9886,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,1.1873183,3.562
1765,0.9886,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.45693544,1.3708
1765,0.9886,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,26.0,0.44884315,0.8977
1766,0.9876,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.0224738,6.0674
1766,0.9876,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.1428571428571428,0.98410195,2.9523
1766,0.9876,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,0.78384644,2.3515
1766,0.9876,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,29.0,0.59066206,1.1813
1766,0.9876,High,5,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.3333333333333333,0.2793125,0.5586
1768,0.9948,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.4441001,4.3323
1768,0.9948,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,15.0,1.3155372,3.9466
1768,0.9948,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.4370625,1.3112
1768,0.9948,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,27.0,0.41877222,0.8375
1775,0.9912,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,1.9154626,5.7464
1775,0.9912,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.0629375,3.1888
1775,0.9912,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,0.5967168,1.7902
1775,0.9912,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.3939586,1.1819
1777,0.7454,High,1,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.57423824,1.7227
1777,0.7454,High,2,R10,Financial,Debt management referral,Refer the student to a financial counsellor to manage existing debt. Investigate eligibility for institutional debt relief programmes or government financial assistance.,Financial aid office,High,Debtor,1.0,0.2518035,0.7554
1782,0.7603,High,1,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,27.0,0.67724633,1.3545
1784,0.7473,High,1,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,28.0,0.61435944,1.2287
1786,0.9984,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.520288,4.5609
1786,0.9984,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,1.3929609,4.1789
1786,0.9984,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.44940606,1.3482
1786,0.9984,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.408414,0.8168
1788,0.992,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.3615685,4.0847
1788,0.992,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,0.8704322,2.6113
1788,0.992,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.42166597,1.265
1791,0.9725,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.3475852,4.0428
1791,0.9725,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,1.1311649,3.3935
1791,0.9725,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.4143299,1.243
1791,0.9725,High,4,R15,Engagement,Attendance & participation follow-up,Low evaluation count indicates disengagement from coursework. Contact the student to understand barriers to participation. Connect with student wellbeing services if personal issues are identified.,Subject teacher,Medium,Total_Evaluations,0.0,0.32461447,0.6492
1792,0.9598,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.4,0.93410707,2.8023
1792,0.9598,High,2,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,29.0,0.64408445,1.2882
1792,0.9598,High,3,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.33016935,0.9905
1793,0.9559,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.3495394,4.0486
1793,0.9559,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,1.2801195,3.8404
1793,0.9559,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.43071732,1.2922
1793,0.9559,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.28960735,0.5792
1798,0.9849,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.3900359,7.1701
1798,0.9849,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.5,1.0715785,3.2147
1798,0.9849,High,3,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,40.0,0.4536398,0.9073
1798,0.9849,High,4,R16,Engagement,Declining performance intervention,"The student's approval rate is worsening across semesters. Arrange a meeting to discuss barriers. Explore counselling, study skills training, or course load adjustment.",Counsellor,High,Approval_Rate_Trend,-0.3333333333333333,0.27840188,0.8352
1799,0.9964,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.0163305,6.049
1799,0.9964,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.87269783,2.6181
1799,0.9964,High,3,R07,Academic,Performance decline alert,"The student's grades have dropped between semesters. Conduct a wellbeing and academic check-in. Identify any personal, financial, or health-related factors contributing to the decline.",Counsellor,High,Grade_Drop,12.33333333,0.6608609,1.9826
1799,0.9964,High,4,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,9.0,0.64970297,1.9491
1800,0.8622,High,1,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,6.0,0.73577505,2.2073
1804,0.9847,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,1.8493891,5.5482
1804,0.9847,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.087603,3.2628
1804,0.9847,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.66798025,2.0039
1804,0.9847,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.33581737,1.0075
1804,0.9847,High,5,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,38.0,0.42006502,0.8401
1805,0.9833,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.2395451,3.7186
1805,0.9833,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.904721,2.7142
1805,0.9833,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.48869124,1.4661
1805,0.9833,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,33.0,0.41203952,0.8241
1805,0.9833,High,5,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.32232714,0.6447
1807,0.9944,High,1,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,1.349642,4.0489
1807,0.9944,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.2776965,3.8331
1807,0.9944,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.5058161,1.5174
1812,0.8672,High,1,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,44.0,0.5827449,1.1655
1814,0.8614,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.2305793,3.6917
1814,0.8614,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,0.9356045,2.8068
1814,0.8614,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.3896638,1.169
1814,0.8614,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.2558361,0.5117
1818,0.9972,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,1.6394931,4.9185
1818,0.9972,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.0435172,3.1306
1818,0.9972,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,0.7716032,2.3148
1823,0.8422,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.3333333333333333,0.8608768,2.5826
1823,0.8422,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,0.6510483,1.9531
1823,0.8422,High,3,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.3333333333333333,0.42379,0.8476
1828,0.9968,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.136362,6.4091
1828,0.9968,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.87577206,2.6273
1828,0.9968,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,14.0,0.5541989,1.6626
1828,0.9968,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.34636015,1.0391
1828,0.9968,High,5,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,28.0,0.4550496,0.9101
1830,0.8483,High,1,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.34142563,1.0243
1833,0.977,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,3.478551,10.4357
1833,0.977,High,2,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,1.0,0.26490238,0.7947
1840,0.9822,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.1873311,3.562
1840,0.9822,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,1.0223465,3.067
1840,0.9822,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.45388296,1.3616
1841,0.9794,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.3257351,3.9772
1841,0.9794,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,8.0,0.83256173,2.4977
1841,0.9794,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.44440198,1.3332
1841,0.9794,High,4,R07,Academic,Performance decline alert,"The student's grades have dropped between semesters. Conduct a wellbeing and academic check-in. Identify any personal, financial, or health-related factors contributing to the decline.",Counsellor,High,Grade_Drop,10.5,0.29797873,0.8939
1841,0.9794,High,5,R16,Engagement,Declining performance intervention,"The student's approval rate is worsening across semesters. Arrange a meeting to discuss barriers. Explore counselling, study skills training, or course load adjustment.",Counsellor,High,Approval_Rate_Trend,-0.4,0.28820628,0.8646
1845,0.9504,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.3333333333333333,0.99564236,2.9869
1845,0.9504,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,6.0,0.59400225,1.782
1845,0.9504,High,3,R16,Engagement,Declining performance intervention,"The student's approval rate is worsening across semesters. Arrange a meeting to discuss barriers. Explore counselling, study skills training, or course load adjustment.",Counsellor,High,Approval_Rate_Trend,-0.3333333333333333,0.39346945,1.1804
1847,0.52,Medium,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.4,0.79297537,2.3789
1847,0.52,Medium,2,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,41.0,0.37658778,0.7532
1850,0.9972,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.1573865,6.4722
1850,0.9972,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.846448,2.5393
1850,0.9972,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,15.0,0.72439736,2.1732
1854,0.994,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.5635753,7.6907
1854,0.994,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.4,0.88771534,2.6631
1854,0.994,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,6.0,0.4513842,1.3542
1854,0.994,High,4,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.4,0.44034308,0.8807
1854,0.994,High,5,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,35.0,0.29158407,0.5832
1855,0.9984,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.2981522,6.8945
1855,0.9984,High,2,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,0.94791806,2.8438
1855,0.9984,High,3,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,12.0,0.7637505,2.2913
1855,0.9984,High,4,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.35510302,1.0653
1855,0.9984,High,5,R04,Academic,First semester academic review,Conduct an academic review meeting after the first semester. Identify subject-specific struggles and assign peer mentors. Set academic improvement goals for semester 2.,Academic advisor,Medium,Approval_Rate_Sem1,0.0,0.32728863,0.6546
1856,0.7057,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.949825,8.8495
1856,0.7057,High,2,R10,Financial,Debt management referral,Refer the student to a financial counsellor to manage existing debt. Investigate eligibility for institutional debt relief programmes or government financial assistance.,Financial aid office,High,Debtor,1.0,0.3858563,1.1576
1856,0.7057,High,3,R11,Financial,Comprehensive financial support plan,"The student faces multiple financial stressors. Coordinate between financial aid, academic advising, and student services to create a holistic support plan. Explore part-time work-study opportunities on campus.",Student services,High,Financial_Risk_Score,2.0,0.341241,1.0237
1860,0.9079,High,1,R03,Academic,Curriculum review meeting,Schedule a meeting with the student to review their subject choices and workload. Assess whether the course difficulty matches the student's preparation level. Explore bridging courses if needed.,Academic advisor,High,Approval_Rate_Sem2,0.0,1.0769055,3.2307
1860,0.9079,High,2,R08,Academic,Academic probation support,Place the student on an academic improvement plan. Schedule bi-weekly check-ins with their advisor. Provide access to learning support services and consider a reduced unit load.,Academic advisor,High,Total_Units_Failed,10.0,0.63582885,1.9075
1860,0.9079,High,3,R01,Academic,Academic support programme,Enrol the student in a structured academic support or tutoring programme. Assign a faculty mentor to monitor progress weekly. Consider a reduced course load for the next semester.,Academic advisor,High,Curricular units 2nd sem (approved),0.0,0.3607241,1.0822
1860,0.9079,High,4,R17,Personal,Mature student support,"Mature students often face competing responsibilities such as employment or family obligations. Connect with the mature student support programme. Explore flexible scheduling, online learning options, or part-time study.",Student services,Medium,Age at enrollment,30.0,0.38986135,0.7797
1862,0.9973,High,1,R09,Financial,Financial counselling & fee assistance,"Connect the student with the financial aid office immediately. Explore available scholarships, bursaries, emergency funds, or payment plan options. Ensure overdue fees do not result in sudden deregistration.",Financial aid office,High,Tuition fees up to date,0.0,2.2058365,6.6175
